gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B-cells	Endothelial	Fibroblast	Macrophages	Neuron	RBC	T-cells	Unknown	VSMC
IGF1R	P08069	False	IGF1R_HUMAN		CPI-SS0E41702C1	0.001	0.011	0.022	0.019	0.094	0.0	0.011	0.0	0.005
IGF2R	P11717	False	MPRI_HUMAN		CPI-SS042A6F835	0.073	0.179	0.553	0.141	0.0	0.007	0.103	0.03	0.364
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS0BA601DC4	0.003	0.005	1.045	0.0	0.426	0.004	0.003	0.0	0.3
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS093E05DD4	0.003	0.005	1.045	0.0	0.426	0.004	0.003	0.0	0.3
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS088C1035B	0.003	0.005	1.045	0.0	0.426	0.004	0.003	0.0	0.3
SORT1	Q99523	False	SORT_HUMAN		CPI-SS09A36B221	0.002	0.139	0.0	0.126	0.096	0.0	0.018	0.034	0.467
SORT1	Q99523	False	SORT_HUMAN		CPI-SS07CCAD9BF	0.002	0.139	0.0	0.126	0.096	0.0	0.018	0.034	0.467
SORT1	Q99523	False	SORT_HUMAN		CPI-SS04F3A1E5C	0.002	0.139	0.0	0.126	0.096	0.0	0.018	0.034	0.467
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SS03F0B666C	0.003	0.953	0.034	0.004	0.0	0.0	0.005	0.0	0.032
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS06E42DB13	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS0E292C126	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
CLEC2D	Q9UHP7	False	CLC2D_HUMAN		CPI-SS02A0FF87F	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0F8EFEECF	0.052	0.37	0.544	0.058	1.465	0.011	0.09	0.101	0.759
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.056	0.794	0.05	0.225	0.52	0.005	0.329	0.433	0.169
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.056	0.794	0.05	0.225	0.52	0.005	0.329	0.433	0.169
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.003	0.278	0.203	0.007	0.291	0.0	0.003	0.0	0.112
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.003	0.278	0.203	0.007	0.291	0.0	0.003	0.0	0.112
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS09C917D22	0.001	0.934	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0D883FFF1	0.001	0.934	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.002	0.0	0.002	0.014	0.028	0.012	0.396	0.367	0.006
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	0.002	0.0	0.002	0.014	0.028	0.012	0.396	0.367	0.006
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.006	0.403	0.426	0.444	0.202	0.003	0.032	0.0	0.348
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS084BE3E4B	0.006	0.403	0.426	0.444	0.202	0.003	0.032	0.0	0.348
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0F9B3B259	0.006	0.403	0.426	0.444	0.202	0.003	0.032	0.0	0.348
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.005	0.088	0.036	0.186	0.075	0.003	0.036	0.0	0.205
FAS	P25445	False	TNR6_HUMAN		CPI-SS0A83A7E30	0.005	0.088	0.036	0.186	0.075	0.003	0.036	0.0	0.205
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.004	0.023	0.061	0.516	0.0	0.0	0.111	0.074	0.014
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS07D9A48A2	0.004	0.023	0.061	0.516	0.0	0.0	0.111	0.074	0.014
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.086	0.184	0.134	0.191	0.065	0.005	0.13	0.251	0.116
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0D5C54214	0.086	0.184	0.134	0.191	0.065	0.005	0.13	0.251	0.116
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.086	0.184	0.134	0.191	0.065	0.005	0.13	0.251	0.116
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	0.002	0.009	0.006	0.02	0.06	0.003	0.011	0.015	0.013
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00F4DDF4B	0.002	0.009	0.006	0.02	0.06	0.003	0.011	0.015	0.013
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	0.016	0.004	0.0	0.002	0.316	0.002	0.007	0.0	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS003610FF9	0.001	0.011	0.096	0.009	0.0	0.0	0.004	0.0	0.103
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS056BE1011	0.001	0.011	0.096	0.009	0.0	0.0	0.004	0.0	0.103
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS098EFF959	0.001	0.011	0.096	0.009	0.0	0.0	0.004	0.0	0.103
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0FAF4BB9E	0.003	0.0	0.57	0.003	0.026	0.0	0.005	0.015	0.346
CCL11	P51671	False	CCL11_HUMAN		CPI-SS08E13FAF2	0.003	0.0	0.57	0.003	0.026	0.0	0.005	0.015	0.346
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0DBA4D668	0.004	0.199	0.632	0.0	0.0	0.0	0.001	0.0	0.132
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS07155793F	0.004	0.199	0.632	0.0	0.0	0.0	0.001	0.0	0.132
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0DCA69916	0.005	0.046	0.15	1.051	0.118	0.005	0.002	0.021	0.034
CD70	P32970	False	CD70_HUMAN		CPI-SS0AA47D179	0.0	0.0	0.011	0.0	0.0	0.0	0.002	0.0	0.0
CD70	P32970	False	CD70_HUMAN		CPI-SS0D4BF6CA3	0.0	0.0	0.011	0.0	0.0	0.0	0.002	0.0	0.0
CD40LG	P29965	False	CD40L_HUMAN		CPI-SS083296041	0.005	0.005	0.0	0.017	0.058	0.056	0.54	0.298	0.008
IL2	P60568	False	IL2_HUMAN		CPI-SS09F430F14	0.0	0.0	0.0	0.001	0.0	0.004	0.031	0.024	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0A93C11C8	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.003
BDNF	P23560	False	BDNF_HUMAN		CPI-SS01BCB9360	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.003
NTF4	P34130	False	NTF4_HUMAN		CPI-SS0BA3A1C3A	0.0	0.003	0.0	0.003	0.0	0.0	0.002	0.013	0.0
IL24	Q13007	False	IL24_HUMAN		CPI-SS07D71C546	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS027CDEA08	0.001	0.35	0.01	0.004	0.0	0.0	0.001	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS012B7C21D	0.001	0.35	0.01	0.004	0.0	0.0	0.001	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS00D153A8A	0.001	0.35	0.01	0.004	0.0	0.0	0.001	0.0	0.0
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.001	0.066	0.0	0.002	0.0	0.0	0.002	0.0	0.003
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.001	0.066	0.0	0.002	0.0	0.0	0.002	0.0	0.003
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS05FEE05CB	0.001	0.066	0.0	0.002	0.0	0.0	0.002	0.0	0.003
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS0C4D54E39	0.001	0.066	0.0	0.002	0.0	0.0	0.002	0.0	0.003
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0B42AD9EF	0.061	0.041	0.048	0.051	0.0	0.005	0.087	0.084	0.076
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0FA326344	0.061	0.041	0.048	0.051	0.0	0.005	0.087	0.084	0.076
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.002	0.251	0.142	0.057	0.097	0.003	0.01	0.0	0.594
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.002	0.251	0.142	0.057	0.097	0.003	0.01	0.0	0.594
DLK1	P80370	False	DLK1_HUMAN		CPI-SS0A34EE366	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003
WNT2	P09544	False	WNT2_HUMAN		CPI-SS09FF3A1EA	0.0	0.029	0.005	0.0	0.0	0.0	0.0	0.0	0.0
RETN	Q9HD89	False	RETN_HUMAN		CPI-SS0EECD7662	0.0	0.0	0.0	0.186	0.0	0.0	0.0	0.0	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0B0AC1603	0.002	0.0	0.0	0.027	0.0	0.0	0.055	0.057	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F6B529A1	0.002	0.0	0.0	0.027	0.0	0.0	0.055	0.057	0.0
CCR3	P51677	False	CCR3_HUMAN		CPI-SS0F33890C0	0.002	0.0	0.0	0.027	0.0	0.0	0.055	0.057	0.0
CCR1	P32246	False	CCR1_HUMAN		CPI-SS0A021DB6E	0.025	0.0	0.0	0.168	0.0	0.0	0.007	0.016	0.005
CCR10	P46092	False	CCR10_HUMAN		CPI-SS08B249DBA	0.008	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.003
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0F3BF2B34	0.002	0.271	0.046	0.002	0.0	0.004	0.002	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0CB2E8B21	0.002	0.271	0.046	0.002	0.0	0.004	0.002	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS0ECD9BB5E	0.002	0.271	0.046	0.002	0.0	0.004	0.002	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS083B5EBAB	0.002	0.271	0.046	0.002	0.0	0.004	0.002	0.0	0.0
ACKR4	Q9NPB9	False	ACKR4_HUMAN		CPI-SS00AEC3818	0.002	0.271	0.046	0.002	0.0	0.004	0.002	0.0	0.0
CCR4	P51679	False	CCR4_HUMAN		CPI-SS0EA05941A	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0
CCR4	P51679	False	CCR4_HUMAN		CPI-SS052B38F1C	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0AEC33FF1	0.102	0.034	0.131	0.052	0.0	0.022	0.257	0.219	0.018
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FDAB7BA8	0.102	0.034	0.131	0.052	0.0	0.022	0.257	0.219	0.018
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FAE7ABEF	0.102	0.034	0.131	0.052	0.0	0.022	0.257	0.219	0.018
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0D377BBBF	0.102	0.034	0.131	0.052	0.0	0.022	0.257	0.219	0.018
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS080683E15	0.002	0.0	0.003	0.016	0.0	0.007	0.209	0.044	0.0
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0EFE0B07A	0.002	0.0	0.003	0.016	0.0	0.007	0.209	0.044	0.0
CCR7	P32248	False	CCR7_HUMAN		CPI-SS06C0074BD	0.037	0.003	0.0	0.007	0.0	0.003	0.037	0.017	0.006
CXCR5	P32302	False	CXCR5_HUMAN		CPI-SS0C2437E0D	0.017	0.003	0.0	0.0	0.0	0.0	0.001	0.0	0.0
AVPR1A	P37288	False	V1AR_HUMAN		CPI-SS00399ED03	0.001	0.017	0.112	0.0	0.0	0.002	0.001	0.0	0.268
VIPR2	P41587	False	VIPR2_HUMAN		CPI-SS02CCE14A7	0.005	0.005	0.114	0.0	0.0	0.004	0.014	0.035	0.009
NPY1R	P25929	False	NPY1R_HUMAN		CPI-SS0A9F17199	0.002	0.003	0.0	0.015	0.0	0.0	0.0	0.0	1.155
SCTR	P47872	False	SCTR_HUMAN		CPI-SS0098B5107	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.007
SCTR	P47872	False	SCTR_HUMAN		CPI-SS021F26C73	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.007
ADCYAP1R1	P41586	False	PACR_HUMAN		CPI-SS0133239EA	0.0	0.0	0.061	0.0	0.0	0.0	0.0	0.0	0.174
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS02928C71A	0.007	0.022	1.673	0.573	0.301	0.003	0.01	0.035	0.273
LRP1	Q07954	False	LRP1_HUMAN		CPI-SS006C6537E	0.007	0.022	1.673	0.573	0.301	0.003	0.01	0.035	0.273
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0472C478C	0.003	0.107	0.097	0.0	0.0	0.0	0.002	0.0	0.136
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0CB863B46	0.003	0.107	0.097	0.0	0.0	0.0	0.002	0.0	0.136
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.005	0.022	0.395	0.016	0.372	0.0	0.002	0.0	1.642
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.001	0.008	1.22	0.006	0.0	0.0	0.003	0.0	0.0
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.001	0.008	1.22	0.006	0.0	0.0	0.003	0.0	0.0
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.404	0.021	0.031	0.007	0.051	0.032	0.009	0.343	0.015
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS027E12A36	0.0	0.0	0.0	0.0	0.736	0.0	0.0	0.0	0.0
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	0.0	0.0	0.0	0.0	0.736	0.0	0.0	0.0	0.0
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS012AFC842	0.0	0.0	0.0	0.0	0.149	0.0	0.0	0.0	0.01
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS05D7900BF	0.0	0.0	0.0	0.0	0.149	0.0	0.0	0.0	0.01
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0B2D5BA95	0.001	0.019	0.268	0.003	0.134	0.0	0.001	0.0	0.091
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0CA020C34	0.001	0.019	0.268	0.003	0.134	0.0	0.001	0.0	0.091
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0E4DE8215	0.001	0.019	0.268	0.003	0.134	0.0	0.001	0.0	0.091
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS01C2BA5C8	0.0	0.0	0.261	0.0	0.058	0.0	0.0	0.0	0.032
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS02C418D99	0.0	0.0	0.261	0.0	0.058	0.0	0.0	0.0	0.032
SLAMF1	Q13291	False	SLAF1_HUMAN		CPI-SS0097929A7	0.092	0.0	0.006	0.025	0.0	0.012	0.099	0.055	0.013
FZD5	Q13467	False	FZD5_HUMAN		CPI-SS0E32BEF02	0.001	0.004	0.0	0.0	0.0	0.0	0.001	0.019	0.0
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0C56C483F	0.002	0.0	0.238	0.0	0.105	0.0	0.0	0.0	0.067
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0331C5A49	0.002	0.0	0.238	0.0	0.105	0.0	0.0	0.0	0.067
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS0E7CBFD03	0.0	0.0	0.054	0.0	0.0	0.0	0.001	0.0	0.0
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS002673EFE	0.001	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.004
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS0F26BB901	0.001	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.004
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS073F3FAD5	0.0	0.006	0.103	0.004	0.024	0.0	0.0	0.0	0.048
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0AD0ED887	0.004	0.259	0.056	0.0	0.0	0.003	0.042	0.034	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.001	0.017	0.03	0.0	0.544	0.0	0.001	0.0	0.07
FGF7	P21781	False	FGF7_HUMAN		CPI-SS07833475A	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.018
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0649EA05F	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS07A9A501C	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	0.0	0.023	0.063	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.0	0.023	0.063	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.0	0.023	0.063	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.0	0.023	0.063	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0816A4ED4	0.0	0.023	0.063	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0D1AE5C79	0.0	0.023	0.063	0.0	0.0	0.0	0.0	0.0	0.0
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	1.244	0.084	0.035	0.156	0.109	0.105	0.091	1.012	0.12
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02E314589	0.001	0.003	0.062	0.0	0.033	0.0	0.0	0.0	0.052
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02C29C238	0.001	0.003	0.062	0.0	0.033	0.0	0.0	0.0	0.052
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS03F821467	0.001	0.003	0.062	0.0	0.033	0.0	0.0	0.0	0.052
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0CC898553	0.0	0.092	0.007	0.0	0.0	0.0	0.0	0.0	0.004
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0658257AC	0.0	0.092	0.007	0.0	0.0	0.0	0.0	0.0	0.004
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	0.048	0.029	0.045	0.018	0.063	0.014	0.038	0.073	0.034
SMO	Q99835	False	SMO_HUMAN		CPI-SS0A69F13A3	0.0	0.016	0.1	0.0	0.0	0.0	0.0	0.0	0.022
SMO	Q99835	False	SMO_HUMAN		CPI-SS016B7C7D6	0.0	0.016	0.1	0.0	0.0	0.0	0.0	0.0	0.022
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS0C2561156	0.004	0.383	0.419	0.003	0.0	0.0	0.003	0.0	0.74
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.177	0.128	0.278	0.46	0.266	0.025	0.128	0.2	0.15
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.177	0.128	0.278	0.46	0.266	0.025	0.128	0.2	0.15
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0E1A8414D	0.177	0.128	0.278	0.46	0.266	0.025	0.128	0.2	0.15
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0FB5FE587	0.018	0.027	0.002	0.003	0.0	0.009	0.012	0.0	0.061
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0837E9F59	0.018	0.027	0.002	0.003	0.0	0.009	0.012	0.0	0.061
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0D37C7C70	0.018	0.027	0.002	0.003	0.0	0.009	0.012	0.0	0.061
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS047232C64	0.0	0.0	0.013	0.0	0.0	0.0	0.001	0.0	0.266
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0B99F22A2	0.0	0.0	0.013	0.0	0.0	0.0	0.001	0.0	0.266
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS007AA9FDE	0.0	0.0	0.013	0.0	0.0	0.0	0.001	0.0	0.266
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0F21DBF93	0.0	0.0	0.013	0.0	0.0	0.0	0.001	0.0	0.266
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0938C6980	0.0	0.0	0.013	0.0	0.0	0.0	0.001	0.0	0.266
PTN	P21246	False	PTN_HUMAN		CPI-SS0BFB29A42	0.005	0.337	0.119	0.006	1.308	0.009	0.019	0.0	1.905
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	0.085	0.052	0.0	0.068	0.028	0.013	0.122	0.177	0.005
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0CCCF7C69	0.085	0.052	0.0	0.068	0.028	0.013	0.122	0.177	0.005
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS06AA638A8	0.085	0.052	0.0	0.068	0.028	0.013	0.122	0.177	0.005
SEMA4G	Q9NTN9	False	SEM4G_HUMAN		CPI-SS0C0A61F92	0.0	0.0	0.016	0.0	0.0	0.0	0.002	0.0	0.0
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0EBA5A4D8	0.001	1.084	0.014	0.02	0.0	0.0	0.006	0.0	0.006
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0C03F7CDC	0.001	1.084	0.014	0.02	0.0	0.0	0.006	0.0	0.006
LTBR	P36941	False	TNR3_HUMAN		CPI-SS03156A825	0.003	0.425	0.447	0.304	0.226	0.0	0.007	0.0	0.333
LTBR	P36941	False	TNR3_HUMAN		CPI-SS0859C173B	0.003	0.425	0.447	0.304	0.226	0.0	0.007	0.0	0.333
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0110361CB	0.143	0.02	0.038	0.042	0.125	0.056	0.562	0.694	0.041
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0C28FEC7D	0.143	0.02	0.038	0.042	0.125	0.056	0.562	0.694	0.041
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS019C98396	0.143	0.02	0.038	0.042	0.125	0.056	0.562	0.694	0.041
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0879B8E95	0.143	0.02	0.038	0.042	0.125	0.056	0.562	0.694	0.041
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS08330207B	0.143	0.02	0.038	0.042	0.125	0.056	0.562	0.694	0.041
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0B89DD8C1	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0C412B7DE	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	0.0	0.011	0.0	0.012	0.0	0.0	0.001	0.0	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS046F6F0C1	0.005	0.146	0.003	0.014	0.0	0.009	0.001	0.0	0.239
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS09CA492BA	0.001	0.031	0.295	0.0	0.0	0.0	0.0	0.0	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0762B455F	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0008137B6	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0
CXCL16	Q9H2A7	False	CXL16_HUMAN		CPI-SS00F282936	0.003	0.115	0.261	0.75	0.0	0.003	0.007	0.0	0.038
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0AFE077D8	0.275	0.113	0.085	0.139	0.125	0.08	1.181	0.346	0.062
CCL2	P13500	False	CCL2_HUMAN		CPI-SS03165AD8C	0.009	0.322	0.103	0.335	0.561	0.009	0.014	0.017	0.422
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0AE4CF4E7	0.169	0.209	0.176	0.198	0.26	0.109	1.49	0.183	0.221
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0BE8BE8E9	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0F8C2FA91	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0E7EDE823	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0DFAF1FE2	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0ADA38C78	0.003	0.116	0.069	0.004	0.027	0.005	0.001	0.0	0.204
CCL7	P80098	False	CCL7_HUMAN		CPI-SS08B91FD2A	0.003	0.116	0.069	0.004	0.027	0.005	0.001	0.0	0.204
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0CBA3DA0D	0.003	0.116	0.069	0.004	0.027	0.005	0.001	0.0	0.204
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0B186A32C	0.003	0.116	0.069	0.004	0.027	0.005	0.001	0.0	0.204
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0638E0E29	0.003	0.116	0.069	0.004	0.027	0.005	0.001	0.0	0.204
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0D34B5517	0.001	0.004	0.047	0.0	0.031	0.0	0.001	0.0	0.012
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0B2979A10	0.001	0.004	0.047	0.0	0.031	0.0	0.001	0.0	0.012
CCL18	P55774	False	CCL18_HUMAN		CPI-SS041751A4D	1.173	0.086	0.088	0.955	0.146	0.143	0.77	0.983	0.055
CCL18	P55774	False	CCL18_HUMAN		CPI-SS03188FD02	1.173	0.086	0.088	0.955	0.146	0.143	0.77	0.983	0.055
SELL	P14151	False	LYAM1_HUMAN		CPI-SS08920B6FF	0.728	0.044	0.039	0.392	0.056	0.102	0.749	1.075	0.022
CXCR4	P61073	False	CXCR4_HUMAN		CPI-SS0A28DCA72	2.087	0.208	0.128	1.167	0.273	0.219	1.443	1.874	0.189
