id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B-cells|B-cells	B-cells|Endothelial	B-cells|Fibroblast	B-cells|Macrophages	B-cells|Neuron	B-cells|RBC	B-cells|T-cells	B-cells|Unknown	B-cells|VSMC	Endothelial|B-cells	Endothelial|Endothelial	Endothelial|Fibroblast	Endothelial|Macrophages	Endothelial|Neuron	Endothelial|RBC	Endothelial|T-cells	Endothelial|Unknown	Endothelial|VSMC	Fibroblast|B-cells	Fibroblast|Endothelial	Fibroblast|Fibroblast	Fibroblast|Macrophages	Fibroblast|Neuron	Fibroblast|RBC	Fibroblast|T-cells	Fibroblast|Unknown	Fibroblast|VSMC	Macrophages|B-cells	Macrophages|Endothelial	Macrophages|Fibroblast	Macrophages|Macrophages	Macrophages|Neuron	Macrophages|RBC	Macrophages|T-cells	Macrophages|Unknown	Macrophages|VSMC	Neuron|B-cells	Neuron|Endothelial	Neuron|Fibroblast	Neuron|Macrophages	Neuron|Neuron	Neuron|RBC	Neuron|T-cells	Neuron|Unknown	Neuron|VSMC	RBC|B-cells	RBC|Endothelial	RBC|Fibroblast	RBC|Macrophages	RBC|Neuron	RBC|RBC	RBC|T-cells	RBC|Unknown	RBC|VSMC	T-cells|B-cells	T-cells|Endothelial	T-cells|Fibroblast	T-cells|Macrophages	T-cells|Neuron	T-cells|RBC	T-cells|T-cells	T-cells|Unknown	T-cells|VSMC	Unknown|B-cells	Unknown|Endothelial	Unknown|Fibroblast	Unknown|Macrophages	Unknown|Neuron	Unknown|RBC	Unknown|T-cells	Unknown|Unknown	Unknown|VSMC	VSMC|B-cells	VSMC|Endothelial	VSMC|Fibroblast	VSMC|Macrophages	VSMC|Neuron	VSMC|RBC	VSMC|T-cells	VSMC|Unknown	VSMC|VSMC
CPI-SC0BC542ACC	TNC_a4b1 complex	simple:P24821	complex:a4b1 complex	TNC		True	False	False	curated	True	0.209	0.017	0.012	0.605	0.052	0.039	0.33	0.412	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.212	0.019	0.015	0.608	0.054	0.041	0.333	0.415	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.223	0.03	0.026	0.619	0.065	0.052	0.344	0.426	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.209	0.017	0.012	0.605	0.052	0.039	0.33	0.412	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.238	0.045	0.041	0.634	0.081	0.068	0.359	0.441	0.063
CPI-SC0E9C058EB	PLAUR_a4b1 complex	simple:Q03405	complex:a4b1 complex	PLAUR		True	True	False	curated	True	0.209	0.017	0.012	0.605	0.052	0.039	0.33	0.412	0.035	0.231	0.038	0.034	0.627	0.073	0.06	0.352	0.434	0.056	0.228	0.035	0.031	0.624	0.071	0.058	0.349	0.431	0.053	0.251	0.058	0.054	0.647	0.094	0.081	0.372	0.454	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.213	0.02	0.016	0.609	0.055	0.042	0.334	0.416	0.038	0.216	0.023	0.019	0.612	0.058	0.045	0.337	0.419	0.041	0.22	0.027	0.023	0.616	0.062	0.049	0.341	0.423	0.045
CPI-SC01833C7FC	PLA2G2A_a4b1 complex	simple:P14555	complex:a4b1 complex	PLA2G2A		True	False	False	curated	True	0.215	0.023	0.018	0.611	0.058	0.045	0.336	0.418	0.041	0.223	0.031	0.026	0.619	0.066	0.053	0.344	0.426	0.049	0.636	0.444	0.439	1.032	0.479	0.466	0.757	0.839	0.462	0.213	0.021	0.016	0.609	0.056	0.043	0.334	0.416	0.039	0.234	0.041	0.037	0.63	0.076	0.063	0.355	0.437	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.216	0.024	0.019	0.612	0.059	0.046	0.337	0.419	0.042	0.219	0.026	0.022	0.615	0.061	0.048	0.34	0.422	0.044	0.211	0.018	0.014	0.607	0.053	0.04	0.332	0.414	0.036
CPI-SC0A9EB628A	VCAM1_a4b1 complex	simple:P19320	complex:a4b1 complex	VCAM1		False	False	False	curated	True	0.21	0.017	0.013	0.606	0.052	0.039	0.331	0.413	0.035	0.301	0.108	0.104	0.697	0.144	0.131	0.422	0.504	0.126	0.722	0.529	0.525	1.118	0.565	0.552	0.843	0.925	0.547	0.23	0.038	0.033	0.626	0.073	0.06	0.351	0.433	0.056	0.241	0.048	0.044	0.637	0.083	0.071	0.362	0.444	0.066	0.213	0.021	0.016	0.609	0.056	0.043	0.334	0.416	0.039	0.21	0.018	0.013	0.606	0.053	0.04	0.331	0.413	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.272	0.079	0.075	0.668	0.114	0.101	0.393	0.475	0.097
CPI-SC070D5A96F	JAM2_a4b1 complex	simple:P57087	complex:a4b1 complex	JAM2		False	False	False	curated	True	0.24	0.047	0.043	0.636	0.082	0.069	0.361	0.443	0.065	0.48	0.287	0.283	0.876	0.322	0.309	0.601	0.683	0.305	0.358	0.165	0.161	0.754	0.2	0.187	0.479	0.561	0.183	0.237	0.045	0.04	0.633	0.08	0.067	0.358	0.44	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235	0.042	0.038	0.631	0.077	0.064	0.356	0.438	0.06	0.224	0.032	0.027	0.62	0.067	0.054	0.345	0.427	0.049	0.217	0.025	0.02	0.613	0.06	0.047	0.338	0.42	0.043
CPI-SC0B4D7E0FF	FN1_a4b7 complex	simple:P02751	complex:a4b7 complex	FN1		True	False	False	curated	True	0.086	0.014	0.021	0.226	0.023	0.02	0.148	0.121	0.023	0.216	0.144	0.151	0.356	0.153	0.149	0.278	0.251	0.153	0.748	0.675	0.682	0.887	0.685	0.681	0.809	0.783	0.685	0.213	0.14	0.147	0.352	0.149	0.146	0.274	0.248	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.008	0.015	0.221	0.018	0.014	0.142	0.116	0.018	0.089	0.016	0.023	0.229	0.026	0.022	0.15	0.124	0.026	0.103	0.031	0.038	0.243	0.04	0.036	0.165	0.138	0.04	0.223	0.15	0.157	0.362	0.16	0.156	0.284	0.258	0.16
CPI-SC08E97F7CA	VCAM1_a4b7 complex	simple:P19320	complex:a4b7 complex	VCAM1		False	False	False	curated	True	0.077	0.004	0.011	0.217	0.014	0.01	0.138	0.112	0.014	0.168	0.096	0.103	0.308	0.105	0.101	0.23	0.203	0.105	0.589	0.517	0.524	0.729	0.526	0.522	0.651	0.624	0.526	0.097	0.025	0.032	0.237	0.034	0.031	0.159	0.132	0.034	0.108	0.035	0.043	0.248	0.045	0.041	0.17	0.143	0.045	0.08	0.008	0.015	0.22	0.017	0.014	0.142	0.115	0.017	0.077	0.005	0.012	0.217	0.014	0.011	0.139	0.112	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.066	0.073	0.278	0.075	0.072	0.2	0.173	0.076
CPI-SC098B43B5A	MADCAM1_a4b7 complex	simple:Q13477	complex:a4b7 complex	MADCAM1		False	False	False	curated	True	0.076	0.004	0.011	0.216	0.013	0.01	0.138	0.111	0.013	0.084	0.011	0.018	0.223	0.02	0.017	0.145	0.119	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC08B2AD7C6	FN1_a5b1 complex	simple:P02751	complex:a5b1 complex	FN1		True	False	False	curated	True	0.011	0.161	0.066	0.04	0.0	0.0	0.011	0.0	0.027	0.141	0.291	0.196	0.17	0.0	0.0	0.141	0.0	0.157	0.673	0.822	0.728	0.702	0.0	0.0	0.672	0.0	0.688	0.138	0.287	0.193	0.166	0.0	0.0	0.137	0.0	0.153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.156	0.061	0.035	0.0	0.0	0.006	0.0	0.021	0.014	0.163	0.069	0.043	0.0	0.0	0.014	0.0	0.029	0.028	0.178	0.083	0.057	0.0	0.0	0.028	0.0	0.044	0.148	0.297	0.203	0.176	0.0	0.0	0.147	0.0	0.163
CPI-SC0C8B4C056	CD40LG_a5b1 complex	simple:P29965	complex:a5b1 complex	CD40LG		True	False	False	curated	True	0.004	0.153	0.059	0.032	0.0	0.0	0.003	0.0	0.019	0.004	0.153	0.059	0.032	0.0	0.0	0.003	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.159	0.064	0.038	0.0	0.0	0.009	0.0	0.025	0.03	0.179	0.085	0.059	0.0	0.0	0.03	0.0	0.045	0.029	0.179	0.084	0.058	0.0	0.0	0.029	0.0	0.044	0.271	0.421	0.326	0.3	0.0	0.0	0.271	0.0	0.287	0.15	0.299	0.205	0.179	0.0	0.0	0.149	0.0	0.165	0.005	0.154	0.06	0.034	0.0	0.0	0.004	0.0	0.02
CPI-SC0592EC3D0	L1CAM_a5b1 complex	simple:P32004	complex:a5b1 complex	L1CAM		False	False	False	curated	True	0.004	0.153	0.059	0.032	0.0	0.0	0.003	0.0	0.019	0.004	0.154	0.059	0.033	0.0	0.0	0.004	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.197	0.103	0.076	0.0	0.0	0.047	0.0	0.063	0.373	0.523	0.428	0.402	0.0	0.0	0.373	0.0	0.388	0.003	0.152	0.058	0.031	0.0	0.0	0.002	0.0	0.018	0.006	0.155	0.061	0.035	0.0	0.0	0.005	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.152	0.058	0.031	0.0	0.0	0.002	0.0	0.018
CPI-SC062C5C6C2	PLA2G2A_a5b1 complex	simple:P14555	complex:a5b1 complex	PLA2G2A		True	False	False	curated	True	0.008	0.157	0.063	0.036	0.0	0.0	0.007	0.0	0.023	0.015	0.165	0.07	0.044	0.0	0.0	0.015	0.0	0.031	0.428	0.578	0.483	0.457	0.0	0.0	0.428	0.0	0.444	0.006	0.155	0.061	0.034	0.0	0.0	0.005	0.0	0.021	0.026	0.175	0.081	0.054	0.0	0.0	0.025	0.0	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.158	0.063	0.037	0.0	0.0	0.008	0.0	0.024	0.011	0.16	0.066	0.04	0.0	0.0	0.01	0.0	0.026	0.003	0.152	0.058	0.032	0.0	0.0	0.003	0.0	0.018
CPI-SC058F72F90	FBN1_a5b1 complex	simple:P35555	complex:a5b1 complex	FBN1		True	False	False	curated	True	0.01	0.159	0.065	0.038	0.0	0.0	0.009	0.0	0.025	0.159	0.308	0.214	0.188	0.0	0.0	0.159	0.0	0.174	0.994	1.143	1.049	1.023	0.0	0.0	0.993	0.0	1.009	0.015	0.165	0.07	0.044	0.0	0.0	0.015	0.0	0.031	0.073	0.222	0.128	0.101	0.0	0.0	0.072	0.0	0.088	0.006	0.155	0.061	0.035	0.0	0.0	0.006	0.0	0.021	0.006	0.155	0.061	0.035	0.0	0.0	0.005	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.315	0.465	0.37	0.344	0.0	0.0	0.315	0.0	0.331
CPI-SC092C3E4DF	FN1_a8b1 complex	simple:P02751	complex:a8b1 complex	FN1		True	False	False	curated	True	0.0	0.071	0.014	0.013	0.0	0.0	0.012	0.0	0.041	0.0	0.201	0.144	0.143	0.0	0.0	0.142	0.0	0.171	0.0	0.733	0.676	0.674	0.0	0.0	0.673	0.0	0.702	0.0	0.198	0.14	0.139	0.0	0.0	0.138	0.0	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.009	0.007	0.0	0.0	0.007	0.0	0.036	0.0	0.074	0.017	0.015	0.0	0.0	0.014	0.0	0.044	0.0	0.088	0.031	0.03	0.0	0.0	0.029	0.0	0.058	0.0	0.208	0.151	0.149	0.0	0.0	0.148	0.0	0.177
CPI-SC01195CB48	TNC_a8b1 complex	simple:P24821	complex:a8b1 complex	TNC		True	False	False	curated	True	0.0	0.061	0.004	0.003	0.0	0.0	0.002	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.007	0.005	0.0	0.0	0.004	0.0	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.017	0.016	0.0	0.0	0.015	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.004	0.003	0.0	0.0	0.002	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.033	0.032	0.0	0.0	0.031	0.0	0.06
CPI-SC096929DB0	FN1_aVb1 complex	simple:P02751	complex:aVb1 complex	FN1		True	False	False	curated	True	0.02	0.029	0.034	0.042	0.064	0.0	0.021	0.0	0.033	0.15	0.159	0.164	0.172	0.194	0.0	0.151	0.0	0.163	0.682	0.691	0.695	0.704	0.726	0.0	0.683	0.0	0.694	0.147	0.156	0.16	0.169	0.191	0.0	0.147	0.0	0.159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.024	0.028	0.037	0.059	0.0	0.016	0.0	0.028	0.023	0.032	0.036	0.045	0.067	0.0	0.024	0.0	0.036	0.037	0.046	0.05	0.059	0.081	0.0	0.038	0.0	0.05	0.157	0.166	0.17	0.179	0.201	0.0	0.157	0.0	0.169
CPI-SC067AD890A	VTN_aVb1 complex	simple:P04004	complex:aVb1 complex	VTN		True	False	False	curated	True	0.016	0.025	0.029	0.038	0.06	0.0	0.017	0.0	0.029	0.016	0.024	0.029	0.038	0.059	0.0	0.016	0.0	0.028	0.036	0.045	0.049	0.058	0.08	0.0	0.037	0.0	0.049	0.019	0.028	0.032	0.041	0.063	0.0	0.019	0.0	0.031	0.027	0.036	0.04	0.049	0.071	0.0	0.028	0.0	0.04	0.016	0.025	0.03	0.038	0.06	0.0	0.017	0.0	0.029	0.016	0.025	0.029	0.038	0.06	0.0	0.017	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.193	1.202	1.207	1.215	1.237	0.0	1.194	0.0	1.206
CPI-SC0EEF3A379	LAMC1_a6b1 complex	simple:P11047	complex:a6b1 complex	LAMC1		True	False	False	curated	True	0.028	0.283	0.033	0.018	0.451	0.009	0.048	0.073	0.03	0.108	0.364	0.114	0.099	0.532	0.09	0.129	0.154	0.111	0.293	0.549	0.298	0.284	0.717	0.275	0.314	0.339	0.296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.297	0.552	0.302	0.288	0.72	0.279	0.318	0.343	0.299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.282	0.031	0.017	0.45	0.008	0.047	0.072	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.117	0.373	0.122	0.108	0.541	0.099	0.138	0.163	0.12
CPI-SC0A2FE9693	LAMC1_a7b1 complex	simple:P11047	complex:a7b1 complex	LAMC1		True	False	False	curated	True	0.008	0.0	0.013	0.0	0.239	0.0	0.009	0.017	0.397	0.089	0.0	0.094	0.0	0.32	0.0	0.09	0.098	0.478	0.274	0.0	0.279	0.0	0.505	0.0	0.275	0.282	0.663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.278	0.0	0.282	0.0	0.509	0.0	0.278	0.286	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.012	0.0	0.238	0.0	0.008	0.016	0.396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.0	0.103	0.0	0.329	0.0	0.099	0.107	0.487
CPI-SC007890A1C	CDH1_aEb7 complex	simple:P12830	complex:aEb7 complex	CDH1		False	False	False	curated	True	0.023	0.009	0.097	0.019	0.012	0.002	0.033	0.028	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.029	0.117	0.038	0.032	0.021	0.052	0.047	0.08	0.103	0.089	0.177	0.098	0.091	0.081	0.112	0.107	0.139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.01	0.098	0.02	0.013	0.002	0.033	0.028	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC01AB9BED7	SPP1_a9b1 complex	simple:P10451	complex:a9b1 complex	SPP1		True	False	False	curated	True	0.004	0.049	0.008	0.006	0.0	0.0	0.004	0.0	0.0	0.014	0.059	0.018	0.016	0.0	0.0	0.014	0.0	0.0	0.012	0.056	0.016	0.014	0.0	0.0	0.012	0.0	0.0	0.013	0.057	0.017	0.015	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.05	0.009	0.007	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC056BF6CBB	TNC_a9b1 complex	simple:P24821	complex:a9b1 complex	TNC		True	False	False	curated	True	0.001	0.045	0.005	0.003	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.048	0.007	0.005	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.059	0.018	0.016	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.045	0.005	0.003	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.074	0.034	0.032	0.0	0.0	0.03	0.0	0.0
CPI-SC062D34C2A	VCAM1_a9b1 complex	simple:P19320	complex:a9b1 complex	VCAM1		False	False	False	curated	True	0.001	0.046	0.006	0.004	0.0	0.0	0.002	0.0	0.0	0.093	0.137	0.097	0.095	0.0	0.0	0.093	0.0	0.0	0.514	0.558	0.518	0.516	0.0	0.0	0.514	0.0	0.0	0.022	0.066	0.026	0.024	0.0	0.0	0.022	0.0	0.0	0.033	0.077	0.037	0.035	0.0	0.0	0.033	0.0	0.0	0.005	0.049	0.009	0.007	0.0	0.0	0.005	0.0	0.0	0.002	0.046	0.006	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.108	0.067	0.065	0.0	0.0	0.063	0.0	0.0
CPI-SC0A05D3880	THY1_aMb2 complex	simple:P04216	complex:aMb2 complex	THY1		False	False	False	curated	True	0.044	0.046	0.0	0.122	0.0	0.045	0.074	0.0	0.043	0.006	0.008	0.0	0.084	0.0	0.007	0.036	0.0	0.005	0.026	0.029	0.0	0.104	0.0	0.027	0.057	0.0	0.026	0.012	0.015	0.0	0.091	0.0	0.014	0.043	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.006	0.0	0.082	0.0	0.005	0.034	0.0	0.003	0.004	0.006	0.0	0.082	0.0	0.005	0.034	0.0	0.003	0.037	0.039	0.0	0.115	0.0	0.038	0.068	0.0	0.036	0.063	0.065	0.0	0.141	0.0	0.064	0.094	0.0	0.063
CPI-SC07312BD5C	FCER2_aMb2 complex	simple:P06734	complex:aMb2 complex	FCER2		True	True	False	curated	True	0.199	0.201	0.0	0.277	0.0	0.2	0.229	0.0	0.198	0.011	0.013	0.0	0.089	0.0	0.012	0.042	0.0	0.011	0.003	0.005	0.0	0.081	0.0	0.004	0.034	0.0	0.002	0.009	0.012	0.0	0.087	0.0	0.01	0.04	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.013	0.0	0.088	0.0	0.011	0.041	0.0	0.01	0.006	0.009	0.0	0.084	0.0	0.008	0.037	0.0	0.006	0.129	0.131	0.0	0.207	0.0	0.13	0.159	0.0	0.128	0.006	0.008	0.0	0.084	0.0	0.007	0.037	0.0	0.006
CPI-SC0B6D68FD5	ICAM1_aMb2 complex	simple:P05362	complex:aMb2 complex	ICAM1		False	True	False	curated	True	0.02	0.022	0.0	0.098	0.0	0.021	0.051	0.0	0.02	0.096	0.099	0.0	0.175	0.0	0.098	0.127	0.0	0.096	0.119	0.122	0.0	0.197	0.0	0.12	0.15	0.0	0.119	0.141	0.143	0.0	0.219	0.0	0.142	0.172	0.0	0.141	0.019	0.021	0.0	0.097	0.0	0.02	0.049	0.0	0.018	0.003	0.005	0.0	0.081	0.0	0.004	0.033	0.0	0.002	0.031	0.034	0.0	0.109	0.0	0.033	0.062	0.0	0.031	0.049	0.051	0.0	0.127	0.0	0.05	0.08	0.0	0.049	0.107	0.109	0.0	0.185	0.0	0.108	0.138	0.0	0.107
CPI-SC0C3E2D267	F10_aMb2 complex	simple:P00742	complex:aMb2 complex	F10		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.028	0.0	0.104	0.0	0.027	0.056	0.0	0.025	0.004	0.006	0.0	0.082	0.0	0.005	0.035	0.0	0.003	0.003	0.005	0.0	0.081	0.0	0.004	0.033	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0527EEE7A	C3_aMb2 complex	simple:P01024	complex:aMb2 complex	C3		True	False	False	curated	True	0.003	0.006	0.0	0.081	0.0	0.004	0.034	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.024	0.0	0.1	0.0	0.023	0.052	0.0	0.021	0.403	0.406	0.0	0.482	0.0	0.405	0.434	0.0	0.403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.007	0.0	0.083	0.0	0.006	0.036	0.0	0.005	0.003	0.005	0.0	0.081	0.0	0.004	0.034	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.008	0.0	0.084	0.0	0.007	0.036	0.0	0.005
CPI-SC0F9DD28F3	JAM3_aMb2 complex	simple:Q9BX67	complex:aMb2 complex	JAM3		True	False	False	curated	True	0.003	0.005	0.0	0.081	0.0	0.004	0.033	0.0	0.002	0.074	0.076	0.0	0.152	0.0	0.075	0.104	0.0	0.073	0.127	0.13	0.0	0.206	0.0	0.129	0.158	0.0	0.127	0.005	0.007	0.0	0.083	0.0	0.006	0.036	0.0	0.004	0.178	0.18	0.0	0.256	0.0	0.179	0.209	0.0	0.177	0.003	0.005	0.0	0.081	0.0	0.004	0.034	0.0	0.002	0.004	0.006	0.0	0.082	0.0	0.005	0.034	0.0	0.003	0.011	0.013	0.0	0.089	0.0	0.012	0.041	0.0	0.01	0.584	0.587	0.0	0.663	0.0	0.586	0.615	0.0	0.584
CPI-SC0C6B54D7A	THY1_aXb2 complex	simple:P04216	complex:aXb2 complex	THY1		False	False	False	curated	True	0.043	0.046	0.0	0.117	0.0	0.044	0.062	0.0	0.043	0.005	0.008	0.0	0.079	0.0	0.006	0.024	0.0	0.005	0.026	0.029	0.0	0.1	0.0	0.026	0.045	0.0	0.026	0.012	0.015	0.0	0.086	0.0	0.012	0.031	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.0	0.077	0.0	0.003	0.022	0.0	0.003	0.003	0.006	0.0	0.077	0.0	0.004	0.022	0.0	0.003	0.036	0.04	0.0	0.11	0.0	0.037	0.055	0.0	0.036	0.062	0.066	0.0	0.136	0.0	0.063	0.081	0.0	0.062
CPI-SC03446A95E	FCER2_aXb2 complex	simple:P06734	complex:aXb2 complex	FCER2		True	True	False	curated	True	0.198	0.201	0.0	0.272	0.0	0.199	0.217	0.0	0.198	0.01	0.014	0.0	0.084	0.0	0.011	0.029	0.0	0.01	0.002	0.006	0.0	0.076	0.0	0.003	0.021	0.0	0.002	0.009	0.012	0.0	0.083	0.0	0.009	0.028	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.013	0.0	0.084	0.0	0.01	0.029	0.0	0.01	0.006	0.009	0.0	0.08	0.0	0.006	0.025	0.0	0.006	0.128	0.131	0.0	0.202	0.0	0.129	0.147	0.0	0.128	0.005	0.009	0.0	0.079	0.0	0.006	0.024	0.0	0.005
CPI-SC0A9458008	ICAM1_aXb2 complex	simple:P05362	complex:aXb2 complex	ICAM1		False	True	False	curated	True	0.019	0.023	0.0	0.093	0.0	0.02	0.038	0.0	0.019	0.096	0.099	0.0	0.17	0.0	0.096	0.115	0.0	0.096	0.119	0.122	0.0	0.193	0.0	0.119	0.138	0.0	0.119	0.14	0.144	0.0	0.214	0.0	0.141	0.159	0.0	0.14	0.018	0.021	0.0	0.092	0.0	0.019	0.037	0.0	0.018	0.002	0.005	0.0	0.076	0.0	0.003	0.021	0.0	0.002	0.031	0.034	0.0	0.105	0.0	0.031	0.05	0.0	0.031	0.048	0.052	0.0	0.122	0.0	0.049	0.068	0.0	0.049	0.106	0.11	0.0	0.18	0.0	0.107	0.125	0.0	0.107
CPI-CS08CC8F9D3	ACVR1_BMPR2_BMP7	complex:ACVR1_BMPR2	simple:P18075		BMP7	True	True	False	curated	False	0.001	0.0	0.014	0.0	0.0	0.005	0.016	0.009	0.002	0.097	0.0	0.11	0.0	0.0	0.101	0.113	0.105	0.098	0.103	0.0	0.116	0.0	0.0	0.107	0.119	0.111	0.104	0.008	0.0	0.021	0.0	0.0	0.012	0.023	0.016	0.009	0.038	0.0	0.051	0.0	0.0	0.042	0.054	0.046	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.014	0.0	0.0	0.005	0.017	0.01	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.062	0.0	0.0	0.053	0.065	0.057	0.05
